SKU;Nazov;Pocet_ks;URL
2161.01;Lollar pickups JB  set BK;0;https://www.alexim.cz/lollar-pickups-jb-set-bk
21611.01;Lollar pickups JB  V set BK;0;https://www.alexim.cz/lollar-pickups-jb-v-set-bk
2162.01;Lollar pickups PB snímač bass BK;0;https://www.alexim.cz/lollar-pickups-pb-snimac-bass-bk
21501.01;Lollar pickups SBFSN Vintage Blackface;0;https://www.alexim.cz/lollar-pickups-sbfsn-vintage-blackface
21512.01;Lollar pickups SBSM Vintage Blonde;0;https://www.alexim.cz/lollar-pickups-sbsm-vintage-blonde
21511.01;Lollar pickups SBSN Vintage Blonde;0;https://www.alexim.cz/lollar-pickups-sbsn-vintage-blonde
21521.01;Lollar pickups SDBSS Dirty Blonde set;1;https://www.alexim.cz/lollar-pickups-sdbss-dirty-blonde-set
2150.01;Lollar pickups SBFSN Vintage Blackface;0;https://www.alexim.cz/lollar-pickups-sbfsn-vintage-blackface-1
2151.01;Lollar pickups SSBS Vintage Blonde set;1;https://www.alexim.cz/lollar-pickups-ssbs-vintage-blonde-set
21542.01;Lollar pickups SSSB Special S BR;0;https://www.alexim.cz/lollar-pickups-sssb-special-s-br
21541.01;Lollar pickups SSSN Special S BR;0;https://www.alexim.cz/lollar-pickups-sssn-special-s-br
2153.01;Lollar pickups SSTS Tweeds set BK;1;https://www.alexim.cz/lollar-pickups-ssts-tweeds-set-bk
21531.01;Lollar pickups STSN Vintage Tweed Neck;1;https://www.alexim.cz/lollar-pickups-stsn-vintage-tweed-neck
21561.01;Lollar pickups T52NC Neck CR;1;https://www.alexim.cz/lollar-pickups-t52nc-neck-cr
21551.01;Lollar pickups TVNC Vintage Neck CR;1;https://www.alexim.cz/lollar-pickups-tvnc-vintage-neck-cr
2156.01;Lollar pickups T52 set;0;https://www.alexim.cz/lollar-pickups-t52-set
2155.01;Lollar pickups Tele Vintage set;0;https://www.alexim.cz/lollar-pickups-tele-vintage-set
041125.01;Casio CTK-3200;0;https://www.alexim.cz/casio-ctk-3200
040031.01;Casio LK 280;0;https://www.alexim.cz/casio-lk-280
90056.05;Korg GT-4 Guitar Tuner;1;https://www.alexim.cz/korg-gt-4-guitar-tuner
90057.05;Korg DT-4 Chromatic Tuner;1;https://www.alexim.cz/korg-gt-4-chromatic-tuner
77571.01;EMG SRO OC1-B;0;https://www.alexim.cz/emg-sro-oc1-b
28134.01;EBS RD 470;1;https://www.alexim.cz/ebs-rd-470
04843.01;L.R.Baggs ANTHEM StagePro;0;https://www.alexim.cz/l-r-baggs-anthem-stagepro
04791.01;L.R.Baggs FIVE.O předzesilovač ukulele;1;https://www.alexim.cz/l-r-baggs-five-o-predzesilovac-ukulele
77009.01;EMG 81-X CR;1;https://www.alexim.cz/emg-81-x-cr
77016.01;EMG 85-X  CR;1;https://www.alexim.cz/emg-85-x-cr
77010.01;EMG 81-X GD;1;https://www.alexim.cz/emg-81-x-gd
77017.01;EMG 85-X  GD;1;https://www.alexim.cz/emg-85-x-gd
90100.06;Mesa Boogie Big Block 750 set;1;https://www.alexim.cz/mesa-boogie-big-block-750-set
041822.01;Casio WK-220;0;https://www.alexim.cz/casio-wk-220
1087.01;Marshall MG30CFX kombo;0;https://www.alexim.cz/marshall-mg30cfx-kombo
06474.01;Gotoh 203B-4 Ni  4string Bass;0;https://www.alexim.cz/gotoh-203b-4-ni-4string-bass
067801.01;Gotoh J510BO-5 CR  5string;1;https://www.alexim.cz/gotoh-j510bo-4-cr-4string
0680.01;Gotoh J510SJ-4 CR  4string;1;https://www.alexim.cz/gotoh-j510sj-4-cr-4string
0681.01;Gotoh J510SJ-5 CR  5string;0;https://www.alexim.cz/gotoh-j510sj-5-cr-5string
065010.01;Gotoh 510B-6 BK   6strunná;0;https://www.alexim.cz/gotoh-510b-6-bk-6strunna-1
06812.01;Gotoh J510SJ-5 GD 5string;1;https://www.alexim.cz/gotoh-j510sj-5-gd-5string
61401.01;Vovox drive 100J;0;https://www.alexim.cz/vovox-drive-100j
61403.01;Vovox drive 100S;0;https://www.alexim.cz/vovox-drive-100s
61402.01;Vovox drive 200J;0;https://www.alexim.cz/vovox-drive-200j
61404.01;Vovox drive 200S;0;https://www.alexim.cz/vovox-drive-200s
17461.01;John Pearse Sarod Pick RW;1;https://www.alexim.cz/john-pearse-sarod-pick-rw
17462.01;John Pearse Sarod Pick Camel Bone;1;https://www.alexim.cz/john-pearse-sarod-pick-camel-bone
17463.01;John Pearse Sarod Pick Buffalo Horn Dimple;1;https://www.alexim.cz/john-pearse-sarod-pick-buffalo-horn-dimple
17464.01;John Pearse Pick Fast Turtles Medium;1;https://www.alexim.cz/john-pearse-pick-fast-turtles-medium
17465.01;John Pearse Pick Coconut Shell Dimple;1;https://www.alexim.cz/john-pearse-pick-coconut-shell-dimple
8080.01;Fodera 130 B single;1;https://www.alexim.cz/fodera-130-b-single
8072110.01;Fodera Ni28106 Vstrings;0;https://www.alexim.cz/fodera-ni28106-vstrings
17440.01;John Pearse 6000 IVstrings bg;1;https://www.alexim.cz/john-pearse-6000-ivstrings-bg
1744.01;John Pearse 6050 IVstrings bg;1;https://www.alexim.cz/john-pearse-6050-ivstrings-bg
80713.01;Fodera SS40100EL  IVstrings;1;https://www.alexim.cz/fodera-ss40100el-ivstrings
807111.01;Fodera SS40120TB  Vstrings;1;https://www.alexim.cz/fodera-ss40120tb-vstrings
27204.01;LeeHooker Extra Light AC10/50;1;https://www.alexim.cz/leehooker-extra-light-ac10-50
27205.01;LeeHooker Light AC11/52;1;https://www.alexim.cz/leehooker-light-ac11-52
27206.01;LeeHooker Medium Light AC12/54;1;https://www.alexim.cz/leehooker-medium-light-ac12-54
27207.01;LeeHooker 12str. AC10/48;1;https://www.alexim.cz/leehooker-12str-ac10-48
27200.01;LeeHooker Super Light EL09/42;1;https://www.alexim.cz/leehooker-super-light-el09-42
27201.01;LeeHooker Hybrid EL09/46;1;https://www.alexim.cz/leehooker-hybrid-el09-46
27202.01;LeeHooker Regular EL10/46;0;https://www.alexim.cz/leehooker-regular-el10-46
27203.01;LeeHooker Medium EL11/48;1;https://www.alexim.cz/leehooker-medium-el11-48
27208.01;LeeHooker Light IV 040/100;1;https://www.alexim.cz/leehooker-light-iv-040-100
27209.01;LeeHooker Standard IV 045/105;1;https://www.alexim.cz/leehooker-standard-iv-045-105
0540.01;Hercules GS422B stojan na kytaru;1;https://www.alexim.cz/hercules-gs422b-stojan-na-kytaru
05401.01;Hercules GS432B stojan na 3 kytary;0;https://www.alexim.cz/hercules-gs432b-stojan-na-3-kytary
03552.01;Fzone SC-1;1;https://www.alexim.cz/fzone-sc-1
03553.01;Fzone SC-2;1;https://www.alexim.cz/fzone-sc-2
0133.01;AULOS 303AD Elite;0;https://www.alexim.cz/aulos-303ad-elite
01331.01;AULOS 303AI Elite;1;https://www.alexim.cz/aulos-303ai-elite
0131.01;AULOS 205A Robin;1;https://www.alexim.cz/aulos-205a-robin
0130.01;AULOS 105A Bel Canto;0;https://www.alexim.cz/aulos-105a-bel-canto
0132.01;AULOS 507B Symphony;0;https://www.alexim.cz/aulos-507b-symphony
0135.01;AULOS 209B Robin;0;https://www.alexim.cz/aulos-209b-robin
04721.01;L.R.Baggs Banjo snímač;0;https://www.alexim.cz/l-r-baggs-banjo-snimac
04235.01;Casio AD-E95100MP;1;https://www.alexim.cz/casio-ad-e95100mp
1662.01;BlackStar ID:Core v4 Stereo 40;0;https://www.alexim.cz/blackstar-core-stereo-40
061821.01;Gotoh GE 101A- T  ALU závěs GD;0;https://www.alexim.cz/gotoh-ge-101a-t-alu-zaves-gd
28085.01;EBS PCF-10;1;https://www.alexim.cz/ebs-pcf-10
280851.01;EBS PCF-18;1;https://www.alexim.cz/ebs-pcf-18
280852.01;EBS PCF-28;1;https://www.alexim.cz/ebs-pcf-28
280853.01;EBS PCF-58;1;https://www.alexim.cz/ebs-pcf-58
28090.01;EBS PG-10;1;https://www.alexim.cz/ebs-pg-10
280901.01;EBS PG-18;1;https://www.alexim.cz/ebs-pg-18
280902.01;EBS PG-28;1;https://www.alexim.cz/ebs-pg-28
280903.01;EBS PG-58;1;https://www.alexim.cz/ebs-pg-58
199202.01;KRC/Wilkinson WTB tele vintage bridge CR;1;https://www.alexim.cz/krc-wilkinson-wtb-tele-vintage-bridge-cr
06033.01;Gotoh SG381-20MGT 3+3 CR;1;https://www.alexim.cz/gotoh-sg381-20mgt-3-3-cr
19271.01;KRC Tremolo ST60 CR;1;https://www.alexim.cz/krc-tremolo-st60-cr
77329.01;EMG GZR-PHZ bass set;1;https://www.alexim.cz/emg-gzr-phz-bass-set
773291.01;EMG GZR-PJHZ bass set;1;https://www.alexim.cz/emg-gzr-pjhz-bass-set
772703.01;EMG 57/66 set snímačů BK;1;https://www.alexim.cz/emg-57-66-set-snimacu-bk
77481.01;EMG Super 77-F set BK;1;https://www.alexim.cz/emg-super-77-f-set-bk
77482.01;EMG Super 77 set zebra;1;https://www.alexim.cz/emg-super-77-set-zebra
77483.01;EMG Super 77-F set zebra;1;https://www.alexim.cz/emg-super-77-f-set-zebra
77484.01;EMG Fat 55 set BK;1;https://www.alexim.cz/emg-fat-55-set-bk
77485.01;EMG Fat 55-F set BK;0;https://www.alexim.cz/emg-fat-55-f-set-bk
77486.01;EMG Fat 55 set zebra;1;https://www.alexim.cz/emg-fat-55-set-zebra
200941.01;KRC GN013;1;https://www.alexim.cz/krc-gn013
193512.01;KRC KN151T  TONE Knob  IV;1;https://www.alexim.cz/krc-dpk200t-tone-iv
194217.01;KRC KN550 Tone  BK;1;https://www.alexim.cz/krc-kn550-tone-bk
194216.01;KRC KN550 Volume BK;1;https://www.alexim.cz/krc-kn550-volume-bk
20147.01;KRC HS028 průchodka struny pro baskytaru, CR;1;https://www.alexim.cz/krc-hs028-ferrule-cr
10584.01;Dunlop Cry Baby JH2  Hendrix;0;https://www.alexim.cz/dunlop-cry-baby-jh2-hendrix
10581.01;Dunlop Cry Baby  GCB95 Original;0;https://www.alexim.cz/dunlop-cry-baby-gcb95-original
035631.01;Fzone EQ-6 ekvalizér;1;https://www.alexim.cz/fzone-eq-6-ekvalizer
036431.01;Fzone FT8001 Clip Tuner;0;https://www.alexim.cz/fzone-ft8001-clip-tuner
036921.01;Xvive  U2 wireless system BK;0;https://www.alexim.cz/xvive-u2-wireless-system-bk
27088.01;LeeHooker 12AX7 Trip;1;https://www.alexim.cz/leehooker-12ax7-trip
79241.01;T-Rex 12V adapter;1;https://www.alexim.cz/t-rex-12v-adapter
79271.01;T-Rex Diva Drive;1;https://www.alexim.cz/t-rex-diva-drive
79101.01;T-Rex Karma Boost;1;https://www.alexim.cz/t-rex-karma-boost
7928.01;T-Rex Vulture;1;https://www.alexim.cz/t-rex-vulture
900592.05;Fender Stratocaster SRV, 1998;0;https://www.alexim.cz/fender-stratocaster-srv-1989
900602.05;Fender Stratocaster American Standard;0;https://www.alexim.cz/fender-stratocaster-american-standard
901350.04;Fender Telecaster Performer USA 2023;0;https://www.alexim.cz/fender-telecaster-american-performer
0536.01;Knobloch Actives Strings Nylon Q.Z. Treble 500ADQ;1;https://www.alexim.cz/knobloch-actives-strings-nylon-q-z-treble-500adq
05361.01;Knobloch Actives Strings Nylon Q.Z. Treble 300ADQ;1;https://www.alexim.cz/knobloch-actives-strings-nylon-q-z-treble-300adq
0537.01;Knobloch Actives Strings Nylon Q.Z. Treble 400ADQ;1;https://www.alexim.cz/knobloch-actives-strings-nylon-q-z-treble-400adq
272021.01;LeeHooker Custom EL10/50;1;https://www.alexim.cz/leehooker-custom-el10-50
1743.01;John Pearse 1100L Classic Standard Nylon;1;https://www.alexim.cz/john-pearse-1100l-classic-standard-nylon
049111.01;L.R.Baggs Session VTC;0;https://www.alexim.cz/l-r-baggs-session-vtc
901274.05;"Marble Amps MAX Harp 1x10""";0;https://www.alexim.cz/marble-amps-max-harp-1x10-1
901272.05;"Marble Amps MAX Harp 1x8""";0;https://www.alexim.cz/marble-amps-max-harp-1x8
901271.05;"Marble Amps Vintage Bluebird 1x12"" Reverb";0;https://www.alexim.cz/marble-amps-vintage-bluebird-1x12-reverb
901273.05;"Marble Amps Vintage Bluebird 1x12"" Tremolo";0;https://www.alexim.cz/marble-amps-vintage-bluebird-1x12-tremolo
27089.01;LeeHooker Color Trip;1;https://www.alexim.cz/leehooker-color-trip
041823.01;Casio WK-240;0;https://www.alexim.cz/casio-wk-240
036922.01;Xvive  U2 wireless system wood;0;https://www.alexim.cz/xvive-u2-wireless-system-wood
036923.01;Xvive  U2 wireless system carbon;0;https://www.alexim.cz/xvive-u2-wireless-system-carbon
03701.01;Fzone BM-800;0;https://www.alexim.cz/fzone-bm-800
17466.01;John Pearse Pick Django Button;1;https://www.alexim.cz/john-pearse-pick-django-button
27591.01;LeeHooker GA1G-20R;0;https://www.alexim.cz/leehooker-ga1g-20r
27521.01;LeeHooker VR-15R;0;https://www.alexim.cz/leehooker-vr-15r
901275.05;"Marble Amps Bluesonic  2x8""";0;https://www.alexim.cz/marble-amps-bluesonic-2x8
5021530.01;Martinez MCG-48S  650mm;0;https://www.alexim.cz/martinez-mcg-48c-650mm
502154.01;Martinez MCG-48C Sen  628mm;0;https://www.alexim.cz/martinez-mcg-48c-sen-628mm
058062.01;NSdesign WAV4 Violin Amber;1;https://www.alexim.cz/nsdesign-wav4-violin-amber
05831.01;NSdesign WAV4 violoncello;0;https://www.alexim.cz/nsdesign-wav4-violoncello
05830.01;NSdesign WAV4 Omni Bass;0;https://www.alexim.cz/nsdesign-wav4-omni-bass
