;;;;;;;;
;SONOR Pricelist 2026;;;RRP €;Dealer Base €;EAN;UPC;Free-Stock [pcs.]
;;;;;;;;
1;Drums;;;;;;;
1.1;MOMENTUM Drum Series;;;;;;;
1.1.1;MOMENTUM Shell Sets;;;;;;;
;Item number;Description;Specifications;incl. 19% VAT;excl. VAT;;;
;;;;;;;;
3.4.2.2;22000844;KS 40 PO c#3;Chime Bars, Singles, Xylophone, Tenor-Alto, Palisono Fiberglas Sound Bar, Note: c#3;47,90 €;30,59 €;4044661010516;829193010517;41
3.4.2.2;23000801;KS 50 PO c;Chime Bars, Singles, Xylophone, Deep Bass, Palisono Fiberglas Sound Bar, Note: c;179,90 €;114,89 €;4044661011308;829193011309;36
3.4.2.2;23000802;KS 50 PO c#;Chime Bars, Singles, Xylophone, Deep Bass, Palisono Fiberglas Sound Bar, Note: c#;179,90 €;114,89 €;4044661011315;829193011316;14
3.4.2.2;23000803;KS 50 PO d;Chime Bars, Singles, Xylophone, Deep Bass, Palisono Fiberglas Sound Bar, Note: d;179,90 €;114,89 €;4044661011322;829193011323;5
3.4.2.2;23000804;KS 50 PO d#;Chime Bars, Singles, Xylophone, Deep Bass, Palisono Fiberglas Sound Bar, Note: d#;179,90 €;114,89 €;4044661011339;829193011330;24
3.4.2.2;23000805;KS 50 PO e;Chime Bars, Singles, Xylophone, Deep Bass, Palisono Fiberglas Sound Bar, Note: e;179,90 €;114,89 €;4044661011346;829193011347;14
3.4.2.2;23000806;KS 50 PO f;Chime Bars, Singles, Xylophone, Deep Bass, Palisono Fiberglas Sound Bar, Note: f;179,90 €;114,89 €;4044661011353;829193011354;13
3.4.2.2;23000807;KS 50 PO f#;Chime Bars, Singles, Xylophone, Deep Bass, Palisono Fiberglas Sound Bar, Note: f#;179,90 €;114,89 €;4044661011360;829193011361;13
3.4.2.2;23000808;KS 50 PO g;Chime Bars, Singles, Xylophone, Deep Bass, Palisono Fiberglas Sound Bar, Note: g;179,90 €;114,89 €;4044661011377;829193011378;15
3.4.2.2;23000809;KS 50 PO g#;Chime Bars, Singles, Xylophone, Deep Bass, Palisono Fiberglas Sound Bar, Note: g#;179,90 €;114,89 €;4044661011384;829193011385;7
3.4.2.2;23000810;KS 50 PO a;Chime Bars, Singles, Xylophone, Deep Bass, Palisono Fiberglas Sound Bar, Note: a;179,90 €;114,89 €;4044661011391;829193011392;9
3.4.2.2;23000811;KS 50 PO b=bb;Chime Bars, Singles, Xylophone, Deep Bass, Palisono Fiberglas Sound Bar, Note: b=bb;179,90 €;114,89 €;4044661011407;829193011408;2
3.4.2.2;23000812;KS 50 PO h=b;Chime Bars, Singles, Xylophone, Deep Bass, Palisono Fiberglas Sound Bar, Note: h=b;179,90 €;114,89 €;4044661011414;829193011415;22
3.4.2.2;23000815;KS 50 PO c1;Chime Bars, Singles, Xylophone, Deep Bass, Palisono Fiberglas Sound Bar, Note: c1;179,90 €;114,89 €;4044661011421;829193011422;21
3.4.2.2;24010270;NKS 60 PO F;Chime Bars, Singles, Xylophone, Contra Bass, Palisono Fiberglas Sound Bar, Note: F;329,00 €;210,12 €;4044661011650;829193011651;23
3.4.2.2;24010271;NKS 60 PO F#;Chime Bars, Singles, Xylophone, Contra Bass, Palisono Fiberglas Sound Bar, Note: F#;329,00 €;210,12 €;4044661011667;829193011668;9
3.4.2.2;24010272;NKS 60 PO G;Chime Bars, Singles, Xylophone, Contra Bass, Palisono Fiberglas Sound Bar, Note: G;329,00 €;210,12 €;4044661011674;829193011675;24
3.4.2.2;24010273;NKS 60 PO G#;Chime Bars, Singles, Xylophone, Contra Bass, Palisono Fiberglas Sound Bar, Note: G#;329,00 €;210,12 €;4044661011681;829193011682;9
3.4.2.2;24010274;NKS 60 PO A;Chime Bars, Singles, Xylophone, Contra Bass, Palisono Fiberglas Sound Bar, Note: A;329,00 €;210,12 €;4044661011698;829193011699;59
3.4.2.2;24010275;NKS 60 PO B=BB;Chime Bars, Singles, Xylophone, Contra Bass, Palisono Fiberglas Sound Bar, Note: B=BB;329,00 €;210,12 €;4044661011704;829193011705;13
3.4.2.2;24010276;NKS 60 PO H=B;Chime Bars, Singles, Xylophone, Contra Bass, Palisono Fiberglas Sound Bar, Note: H=B;329,00 €;210,12 €;4044661011711;829193011712;47
3.4.2.2;25010265;NKS 100 PO C;Chime Bars, Singles, Xylophone, Sub Contra Bass, Palisono Fiberglas Sound Bar, Note: C;569,00 €;363,39 €;4044661011933;829193011934;35
3.4.2.2;25010266;NKS 100 PO C#;Chime Bars, Singles, Xylophone, Sub Contra Bass, Palisono Fiberglas Sound Bar, Note: C#;569,00 €;363,39 €;4044661011940;829193011941;4
3.4.2.2;25010267;NKS 100 PO D;Chime Bars, Singles, Xylophone, Sub Contra Bass, Palisono Fiberglas Sound Bar, Note: D;569,00 €;363,39 €;4044661011957;829193011958;29
3.4.2.2;25010268;NKS 100 PO D#;Chime Bars, Singles, Xylophone, Sub Contra Bass, Palisono Fiberglas Sound Bar, Note: D#;569,00 €;363,39 €;4044661011964;829193011965;16
3.4.2.2;25010269;NKS 100 PO E;Chime Bars, Singles, Xylophone, Sub Contra Bass, Palisono Fiberglas Sound Bar, Note: E;569,00 €;363,39 €;4044661011971;829193011972;18
;;;;;;;;
;;;;;;;;
3.4.3;Primary;;;;;;;
3.4.3.1;Sets;;;;;;;
;Item number;Description;Specifications;incl. 19% VAT;excl. VAT;;;
;;;;;;;;
3.4.3.1;27850101;KSP 30 M 1 DE;Chime Bars, Set, Metallophone, Soprano, C-Major scale, c2-c4, 19 specially alloyed aluminum Sound Bars with printed note lines, German version, incl. SCH 3;549,00 €;350,62 €;4044661364602;829193364603;24
3.4.3.1;27850401;KSP 30 M 1 INT;Chime Bars, Set, Metallophone, Soprano, C-Major scale, c2-c4, 19 specially alloyed aluminum Sound Bars with printed note lines, International version, incl. SCH 3;549,00 €;350,62 €;4044661364619;829193364610;21
3.4.3.1;27851101;KSP 40 M 1 DE;Chime Bars, Set, Metallophone, Tenor-Alto, C-Major scale, c1-c3, 19 specially alloyed aluminum Sound Bars with printed note lines, German version, incl. SCH 5;699,00 €;446,42 €;4044661364855;829193364856;3
3.4.3.1;27851401;KSP 40 M 1 INT;Chime Bars, Set, Metallophone, Tenor-Alto, C-Major scale, c1-c3, 19 specially alloyed aluminum Sound Bars with printed note lines, International version, incl. SCH 5;1 439,00 €;919,03 €;4044661364862;829193364863;7
3.4.3.1;27851701;KSP 40 M 15 DE;Chime Bars, Set, Metallophone, Tenor-Alto, C-Major scale, c1-c3, 15 specially alloyed aluminum Sound Bars with printed note lines and colored chords, German version, incl. 8 x SCH 5 & Instructions;759,00 €;484,74 €;4044661364879;829193364870;5
3.4.3.1;27851801;KSP 40 M 15 INT;Chime Bars, Set, Metallophone, Tenor-Alto, C-Major scale, c1-c3, 15 specially alloyed aluminum Sound Bars with printed note lines and colored chords, International version, incl. 8 x SCH 5 & Instructions;759,00 €;484,74 €;4044661364886;829193364887;6
3.4.3.1;27856101;KSP 40 X 1 DE;Chime Bars, Set, Xylophone, Tenor-Alto, C-Major scale, c1-c3, 19 Pao Rosa Sound Bars with printed note lines, German version, FSC certified, incl. SCH 5;759,00 €;484,74 €;4044661365265;829193365266;12
3.4.3.1;27856401;KSP 40 X 1 INT;Chime Bars, Set, Xylophone, Tenor-Alto, C-Major scale, c1-c3, 19 Pao Rosa Sound Bars with printed note lines, International version, FSC certified, incl. SCH 5;759,00 €;484,74 €;4044661365272;829193365273;1
;;;;;;;;
;;;;;;;;
3.4.3.2;Singles;;;;;;;
;Item number;Description;Specifications;incl. 19% VAT;excl. VAT;;;
;;;;;;;;
3.4.3.2;27850029;KSP 30 M c2;Chime Bars, Singles, Metallophone, Soprano, Specially alloyed aluminum Sound Bar with printed note lines, Note: c2;31,90 €;20,37 €;4044661364374;829193364375;7
3.4.3.2;27850031;KSP 30 M d2;Chime Bars, Singles, Metallophone, Soprano, Specially alloyed aluminum Sound Bar with printed note lines, Note: d2;31,90 €;20,37 €;4044661364381;829193364382;43
3.4.3.2;27850033;KSP 30 M e2;Chime Bars, Singles, Metallophone, Soprano, Specially alloyed aluminum Sound Bar with printed note lines, Note: e2;31,90 €;20,37 €;4044661364398;829193364399;5
3.4.3.2;27850034;KSP 30 M f2;Chime Bars, Singles, Metallophone, Soprano, Specially alloyed aluminum Sound Bar with printed note lines, Note: f2;31,90 €;20,37 €;4044661364404;829193364405;27
3.4.3.2;27850035;KSP 30 M f#2;Chime Bars, Singles, Metallophone, Soprano, Specially alloyed aluminum Sound Bar with printed note lines, Note: f#2;31,90 €;20,37 €;4044661364411;829193364412;6
3.4.3.2;27850036;KSP 30 M g2;Chime Bars, Singles, Metallophone, Soprano, Specially alloyed aluminum Sound Bar with printed note lines, Note: g2;31,90 €;20,37 €;4044661364428;829193364429;9
3.4.3.2;27850038;KSP 30 M a2;Chime Bars, Singles, Metallophone, Soprano, Specially alloyed aluminum Sound Bar with printed note lines, Note: a2;31,90 €;20,37 €;4044661364435;829193364436;50
3.4.3.2;27850039;KSP 30 M b2 DE;Chime Bars, Singles, Metallophone, Soprano, Specially alloyed aluminum Sound Bar with printed note lines, Note: b2 (German version);31,90 €;20,37 €;4044661364442;829193364443;6
3.4.3.2;27850040;KSP 30 M h2 DE;Chime Bars, Singles, Metallophone, Soprano, Specially alloyed aluminum Sound Bar with printed note lines, Note: h2 (German version);31,90 €;20,37 €;4044661364466;829193364467;10
3.4.3.2;27850041;KSP 30 M bb2 INT;Chime Bars, Singles, Metallophone, Soprano, Specially alloyed aluminum Sound Bar with printed note lines, Note: bb2 (International version);31,90 €;20,37 €;4044661364459;829193364450;9
3.4.3.2;27850042;KSP 30 M b2 INT;Chime Bars, Singles, Metallophone, Soprano, Specially alloyed aluminum Sound Bar with printed note lines, Note: b2 (International version);31,90 €;20,37 €;4044661364473;829193364474;103
3.4.3.2;27850043;KSP 30 M c3;Chime Bars, Singles, Metallophone, Soprano, Specially alloyed aluminum Sound Bar with printed note lines, Note: c3;31,90 €;20,37 €;4044661364480;829193364481;29
3.4.3.2;27850045;KSP 30 M d3;Chime Bars, Singles, Metallophone, Soprano, Specially alloyed aluminum Sound Bar with printed note lines, Note: d3;31,90 €;20,37 €;4044661364497;829193364498;25
3.4.3.2;27850047;KSP 30 M e3;Chime Bars, Singles, Metallophone, Soprano, Specially alloyed aluminum Sound Bar with printed note lines, Note: e3;31,90 €;20,37 €;4044661364503;829193364504;24
3.4.3.2;27850048;KSP 30 M f3;Chime Bars, Singles, Metallophone, Soprano, Specially alloyed aluminum Sound Bar with printed note lines, Note: f3;31,90 €;20,37 €;4044661364510;829193364511;24
3.4.3.2;27850049;KSP 30 M f#3;Chime Bars, Singles, Metallophone, Soprano, Specially alloyed aluminum Sound Bar with printed note lines, Note: f#3;31,90 €;20,37 €;4044661364527;829193364528;13
3.4.3.2;27850050;KSP 30 M g3;Chime Bars, Singles, Metallophone, Soprano, Specially alloyed aluminum Sound Bar with printed note lines, Note: g3;31,90 €;20,37 €;4044661364534;829193364535;18
3.4.3.2;27850052;KSP 30 M a3;Chime Bars, Singles, Metallophone, Soprano, Specially alloyed aluminum Sound Bar with printed note lines, Note: a3;31,90 €;20,37 €;4044661364541;829193364542;8
3.4.3.2;27850053;KSP 30 M b3 DE;Chime Bars, Singles, Metallophone, Soprano, Specially alloyed aluminum Sound Bar with printed note lines, Note: b3 (German version);31,90 €;20,37 €;4044661364558;829193364559;5
3.4.3.2;27850054;KSP 30 M h3 DE;Chime Bars, Singles, Metallophone, Soprano, Specially alloyed aluminum Sound Bar with printed note lines, Note: h3 (German version);31,90 €;20,37 €;4044661364572;829193364573;23
3.4.3.2;27850055;KSP 30 M bb3 INT;Chime Bars, Singles, Metallophone, Soprano, Specially alloyed aluminum Sound Bar with printed note lines, Note: bb3 (International version);31,90 €;20,37 €;4044661364565;829193364566;7
3.4.3.2;27850056;KSP 30 M b3 INT;Chime Bars, Singles, Metallophone, Soprano, Specially alloyed aluminum Sound Bar with printed note lines, Note: b3 (International version);31,90 €;20,37 €;4044661364589;829193364580;12
3.4.3.2;27850057;KSP 30 M c4;Chime Bars, Singles, Metallophone, Soprano, Specially alloyed aluminum Sound Bar with printed note lines, Note: c4;31,90 €;20,37 €;4044661364596;829193364597;13
3.4.3.2;27851015;KSP 40 M c1;Chime Bars, Singles, Metallophone, Tenor-Alto, Specially alloyed aluminum Sound Bar with printed note lines, Note: c1;37,90 €;24,21 €;4044661364626;829193364627;26
3.4.3.2;27851017;KSP 40 M d1;Chime Bars, Singles, Metallophone, Tenor-Alto, Specially alloyed aluminum Sound Bar with printed note lines, Note: d1;37,90 €;24,21 €;4044661364633;829193364634;5
3.4.3.2;27851019;KSP 40 M e1;Chime Bars, Singles, Metallophone, Tenor-Alto, Specially alloyed aluminum Sound Bar with printed note lines, Note: e1;37,90 €;24,21 €;4044661364640;829193364641;21
3.4.3.2;27851020;KSP 40 M f1;Chime Bars, Singles, Metallophone, Tenor-Alto, Specially alloyed aluminum Sound Bar with printed note lines, Note: f1;37,90 €;24,21 €;4044661364657;829193364658;20
3.4.3.2;27851021;KSP 40 M f#1;Chime Bars, Singles, Metallophone, Tenor-Alto, Specially alloyed aluminum Sound Bar with printed note lines, Note: f#1;37,90 €;24,21 €;4044661364664;829193364665;3
3.4.3.2;27851022;KSP 40 M g1;Chime Bars, Singles, Metallophone, Tenor-Alto, Specially alloyed aluminum Sound Bar with printed note lines, Note: g1;37,90 €;24,21 €;4044661364671;829193364672;22
3.4.3.2;27851024;KSP 40 M a1;Chime Bars, Singles, Metallophone, Tenor-Alto, Specially alloyed aluminum Sound Bar with printed note lines, Note: a1;37,90 €;24,21 €;4044661364688;829193364689;7
3.4.3.2;27851025;KSP 40 M b1 DE;Chime Bars, Singles, Metallophone, Tenor-Alto, Specially alloyed aluminum Sound Bar with printed note lines, Note: b1 (German version);37,90 €;24,21 €;4044661364695;829193364696;15
3.4.3.2;27851026;KSP 40 M h1 DE;Chime Bars, Singles, Metallophone, Tenor-Alto, Specially alloyed aluminum Sound Bar with printed note lines, Note: h1 (German version);37,90 €;24,21 €;4044661364718;829193364719;19
3.4.3.2;27851027;KSP 40 M bb1 INT;Chime Bars, Singles, Metallophone, Tenor-Alto, Specially alloyed aluminum Sound Bar with printed note lines, Note: bb1 (International version);39,90 €;25,48 €;4044661364701;829193364702;19
3.4.3.2;27851028;KSP 40 M b1 INT;Chime Bars, Singles, Metallophone, Tenor-Alto, Specially alloyed aluminum Sound Bar with printed note lines, Note: b1 (International version);37,90 €;24,21 €;4044661364725;829193364726;16
3.4.3.2;27851029;KSP 40 M c2;Chime Bars, Singles, Metallophone, Tenor-Alto, Specially alloyed aluminum Sound Bar with printed note lines, Note: c2;37,90 €;24,21 €;4044661364732;829193364733;16
3.4.3.2;27851031;KSP 40 M d2;Chime Bars, Singles, Metallophone, Tenor-Alto, Specially alloyed aluminum Sound Bar with printed note lines, Note: d2;37,90 €;24,21 €;4044661364749;829193364740;16
3.4.3.2;27851033;KSP 40 M e2;Chime Bars, Singles, Metallophone, Tenor-Alto, Specially alloyed aluminum Sound Bar with printed note lines, Note: e2;37,90 €;24,21 €;4044661364756;829193364757;7
3.4.3.2;27851034;KSP 40 M f2;Chime Bars, Singles, Metallophone, Tenor-Alto, Specially alloyed aluminum Sound Bar with printed note lines, Note: f2;37,90 €;24,21 €;4044661364763;829193364764;17
3.4.3.2;27851035;KSP 40 M f#2;Chime Bars, Singles, Metallophone, Tenor-Alto, Specially alloyed aluminum Sound Bar with printed note lines, Note: f#2;37,90 €;24,21 €;4044661364770;829193364771;13
3.4.3.2;27851036;KSP 40 M g2;Chime Bars, Singles, Metallophone, Tenor-Alto, Specially alloyed aluminum Sound Bar with printed note lines, Note: g2;37,90 €;24,21 €;4044661364787;829193364788;25
3.4.3.2;27851038;KSP 40 M a2;Chime Bars, Singles, Metallophone, Tenor-Alto, Specially alloyed aluminum Sound Bar with printed note lines, Note: a2;37,90 €;24,21 €;4044661364794;829193364795;3
3.4.3.2;27851039;KSP 40 M b2 DE;Chime Bars, Singles, Metallophone, Tenor-Alto, Specially alloyed aluminum Sound Bar with printed note lines, Note: b2 (German version);39,90 €;25,48 €;4044661364800;829193364801;9
3.4.3.2;27851040;KSP 40 M h2 DE;Chime Bars, Singles, Metallophone, Tenor-Alto, Specially alloyed aluminum Sound Bar with printed note lines, Note: h2 (German version);37,90 €;24,21 €;4044661364824;829193364825;10
3.4.3.2;27851041;KSP 40 M bb2 INT;Chime Bars, Singles, Metallophone, Tenor-Alto, Specially alloyed aluminum Sound Bar with printed note lines, Note: bb2 (International version);39,90 €;25,48 €;4044661364817;829193364818;24
3.4.3.2;27851042;KSP 40 M b2 INT;Chime Bars, Singles, Metallophone, Tenor-Alto, Specially alloyed aluminum Sound Bar with printed note lines, Note: b2 (International version);37,90 €;24,21 €;4044661364831;829193364832;21
3.4.3.2;27851043;KSP 40 M c3;Chime Bars, Singles, Metallophone, Tenor-Alto, Specially alloyed aluminum Sound Bar with printed note lines, Note: c3;39,90 €;25,48 €;4044661364848;829193364849;5
3.4.3.2;27852001;KSP 50 M c;Chime Bars, Singles, Metallophone, Deep Bass, Specially alloyed aluminum Sound Bar with printed note lines, FSC certified, Note: c;139,90 €;89,35 €;4044661364893;829193364894;20
3.4.3.2;27852003;KSP 50 M d;Chime Bars, Singles, Metallophone, Deep Bass, Specially alloyed aluminum Sound Bar with printed note lines, FSC certified, Note: d;139,90 €;89,35 €;4044661364909;829193364900;18
3.4.3.2;27852005;KSP 50 M e;Chime Bars, Singles, Metallophone, Deep Bass, Specially alloyed aluminum Sound Bar with printed note lines, FSC certified, Note: e;139,90 €;89,35 €;4044661364916;829193364917;6
3.4.3.2;27852006;KSP 50 M f;Chime Bars, Singles, Metallophone, Deep Bass, Specially alloyed aluminum Sound Bar with printed note lines, FSC certified, Note: f;139,90 €;89,35 €;4044661364923;829193364924;7
3.4.3.2;27852007;KSP 50 M f#;Chime Bars, Singles, Metallophone, Deep Bass, Specially alloyed aluminum Sound Bar with printed note lines, FSC certified, Note: f#;139,90 €;89,35 €;4044661364930;829193364931;10
3.4.3.2;27852008;KSP 50 M g;Chime Bars, Singles, Metallophone, Deep Bass, Specially alloyed aluminum Sound Bar with printed note lines, FSC certified, Note: g;139,90 €;89,35 €;4044661364947;829193364948;5
3.4.3.2;27852010;KSP 50 M a;Chime Bars, Singles, Metallophone, Deep Bass, Specially alloyed aluminum Sound Bar with printed note lines, FSC certified, Note: a;139,90 €;89,35 €;4044661364954;829193364955;2
3.4.3.2;27852011;KSP 50 M b DE;Chime Bars, Singles, Metallophone, Deep Bass, Specially alloyed aluminum Sound Bar with printed note lines, FSC certified, Note: b (German version);139,90 €;89,35 €;4044661364961;829193364962;11
3.4.3.2;27852012;KSP 50 M h DE;Chime Bars, Singles, Metallophone, Deep Bass, Specially alloyed aluminum Sound Bar with printed note lines, FSC certified, Note: h (German version);139,90 €;89,35 €;4044661364985;829193364986;4
3.4.3.2;27852013;KSP 50 M bb INT;Chime Bars, Singles, Metallophone, Deep Bass, Specially alloyed aluminum Sound Bar with printed note lines, FSC certified, Note: bb (International version);139,90 €;89,35 €;4044661364978;829193364979;2
3.4.3.2;27852014;KSP 50 M b INT;Chime Bars, Singles, Metallophone, Deep Bass, Specially alloyed aluminum Sound Bar with printed note lines, FSC certified, Note: b (International version);139,90 €;89,35 €;4044661364992;829193364993;2
3.4.3.2;27852015;KSP 50 M c1;Chime Bars, Singles, Metallophone, Deep Bass, Specially alloyed aluminum Sound Bar with printed note lines, FSC certified, Note: c1;139,90 €;89,35 €;4044661365005;829193365006;4
3.4.3.2;27856015;KSP 40 X c1;Chime Bars, Singles, Xylophone, Tenor-Alto, Pao Rosa Sound Bar with printed note lines, FSC certified, Note: c1;58,90 €;37,62 €;4044661365036;829193365037;12
3.4.3.2;27856017;KSP 40 X d1;Chime Bars, Singles, Xylophone, Tenor-Alto, Pao Rosa Sound Bar with printed note lines, FSC certified, Note: d1;58,90 €;37,62 €;4044661365043;829193365044;21
3.4.3.2;27856019;KSP 40 X e1;Chime Bars, Singles, Xylophone, Tenor-Alto, Pao Rosa Sound Bar with printed note lines, FSC certified, Note: e1;58,90 €;37,62 €;4044661365050;829193365051;19
3.4.3.2;27856020;KSP 40 X f1;Chime Bars, Singles, Xylophone, Tenor-Alto, Pao Rosa Sound Bar with printed note lines, FSC certified, Note: f1;58,90 €;37,62 €;4044661365067;829193365068;8
3.4.3.2;27856021;KSP 40 X f#1;Chime Bars, Singles, Xylophone, Tenor-Alto, Pao Rosa Sound Bar with printed note lines, FSC certified, Note: f#1;58,90 €;37,62 €;4044661365074;829193365075;9
3.4.3.2;27856022;KSP 40 X g1;Chime Bars, Singles, Xylophone, Tenor-Alto, Pao Rosa Sound Bar with printed note lines, FSC certified, Note: g1;58,90 €;37,62 €;4044661365081;829193365082;10
3.4.3.2;27856024;KSP 40 X a1;Chime Bars, Singles, Xylophone, Tenor-Alto, Pao Rosa Sound Bar with printed note lines, FSC certified, Note: a1;58,90 €;37,62 €;4044661365098;829193365099;23
3.4.3.2;27856025;KSP 40 X b1 DE;Chime Bars, Singles, Xylophone, Tenor-Alto, Pao Rosa Sound Bar with printed note lines, FSC certified, Note: b1 (German version);58,90 €;37,62 €;4044661365104;829193365105;18
3.4.3.2;27856026;KSP 40 X h1 DE;Chime Bars, Singles, Xylophone, Tenor-Alto, Pao Rosa Sound Bar with printed note lines, FSC certified, Note: h1 (German version);58,90 €;37,62 €;4044661365128;829193365129;30
3.4.3.2;27856027;KSP 40 X bb1 INT;Chime Bars, Singles, Xylophone, Tenor-Alto, Pao Rosa Sound Bar with printed note lines, FSC certified, Note: bb1 (International version);58,90 €;37,62 €;4044661365111;829193365112;10
