;;;;;;;;
;SONOR Pricelist 2026;;;RRP €;Dealer Base €;EAN;UPC;Free-Stock [pcs.]
;;;;;;;;
1;Drums;;;;;;;
1.1;MOMENTUM Drum Series;;;;;;;
1.1.1;MOMENTUM Shell Sets;;;;;;;
;Item number;Description;Specifications;incl. 19% VAT;excl. VAT;;;
;;;;;;;;
3.4.1.2;21000033;KS 30 L e2;Chime Bars, Singles, Metallophone, Soprano, Grey lacquered specially alloyed aluminum Sound Bar, Note: e2;31,50 €;20,12 €;4044661009268;829193009269;15
3.4.1.2;21000034;KS 30 L f2;Chime Bars, Singles, Metallophone, Soprano, Grey lacquered specially alloyed aluminum Sound Bar, Note: f2;31,50 €;20,12 €;4044661009275;829193009276;21
3.4.1.2;21000035;KS 30 L f#2;Chime Bars, Singles, Metallophone, Soprano, Grey lacquered specially alloyed aluminum Sound Bar, Note: f#2;31,50 €;20,12 €;4044661009282;829193009283;42
3.4.1.2;21000036;KS 30 L g2;Chime Bars, Singles, Metallophone, Soprano, Grey lacquered specially alloyed aluminum Sound Bar, Note: g2;31,50 €;20,12 €;4044661009299;829193009290;9
3.4.1.2;21000037;KS 30 L g#2;Chime Bars, Singles, Metallophone, Soprano, Grey lacquered specially alloyed aluminum Sound Bar, Note: g#2;31,50 €;20,12 €;4044661009305;829193009306;13
3.4.1.2;21000038;KS 30 L a2;Chime Bars, Singles, Metallophone, Soprano, Grey lacquered specially alloyed aluminum Sound Bar, Note: a2;31,50 €;20,12 €;4044661009312;829193009313;10
3.4.1.2;21000039;KS 30 L b=bb2;Chime Bars, Singles, Metallophone, Soprano, Grey lacquered specially alloyed aluminum Sound Bar, Note: b=bb2;31,50 €;20,12 €;4044661009329;829193009320;45
3.4.1.2;21000040;KS 30 L h=b2;Chime Bars, Singles, Metallophone, Soprano, Grey lacquered specially alloyed aluminum Sound Bar, Note: h=b2;31,50 €;20,12 €;4044661009336;829193009337;22
3.4.1.2;21000043;KS 30 L c3;Chime Bars, Singles, Metallophone, Soprano, Grey lacquered specially alloyed aluminum Sound Bar, Note: c3;29,90 €;19,10 €;4044661009343;829193009344;25
3.4.1.2;21000044;KS 30 L c#3;Chime Bars, Singles, Metallophone, Soprano, Grey lacquered specially alloyed aluminum Sound Bar, Note: c#3;29,90 €;19,10 €;4044661009350;829193009351;57
3.4.1.2;21000045;KS 30 L d3;Chime Bars, Singles, Metallophone, Soprano, Grey lacquered specially alloyed aluminum Sound Bar, Note: d3;29,90 €;19,10 €;4044661009367;829193009368;14
3.4.1.2;21000046;KS 30 L d#3;Chime Bars, Singles, Metallophone, Soprano, Grey lacquered specially alloyed aluminum Sound Bar, Note: d#3;29,90 €;19,10 €;4044661009374;829193009375;4
3.4.1.2;21000047;KS 30 L e3;Chime Bars, Singles, Metallophone, Soprano, Grey lacquered specially alloyed aluminum Sound Bar, Note: e3;29,90 €;19,10 €;4044661009381;829193009382;0
3.4.1.2;21000048;KS 30 L f3;Chime Bars, Singles, Metallophone, Soprano, Grey lacquered specially alloyed aluminum Sound Bar, Note: f3;29,90 €;19,10 €;4044661009398;829193009399;11
3.4.1.2;21000049;KS 30 L f#3;Chime Bars, Singles, Metallophone, Soprano, Grey lacquered specially alloyed aluminum Sound Bar, Note: f#3;29,90 €;19,10 €;4044661009404;829193009405;47
3.4.1.2;21000050;KS 30 L g3;Chime Bars, Singles, Metallophone, Soprano, Grey lacquered specially alloyed aluminum Sound Bar, Note: g3;29,90 €;19,10 €;4044661009411;829193009412;41
3.4.1.2;21000051;KS 30 L g#3;Chime Bars, Singles, Metallophone, Soprano, Grey lacquered specially alloyed aluminum Sound Bar, Note: g#3;29,90 €;19,10 €;4044661009428;829193009429;6
3.4.1.2;21000052;KS 30 L a3;Chime Bars, Singles, Metallophone, Soprano, Grey lacquered specially alloyed aluminum Sound Bar, Note: a3;29,90 €;19,10 €;4044661009435;829193009436;9
3.4.1.2;21000053;KS 30 L b=bb3;Chime Bars, Singles, Metallophone, Soprano, Grey lacquered specially alloyed aluminum Sound Bar, Note: b=bb3;29,90 €;19,10 €;4044661009442;829193009443;24
3.4.1.2;21000054;KS 30 L h=b3;Chime Bars, Singles, Metallophone, Soprano, Grey lacquered specially alloyed aluminum Sound Bar, Note: h=b3;29,90 €;19,10 €;4044661009459;829193009450;21
3.4.1.2;21000057;KS 30 L c4;Chime Bars, Singles, Metallophone, Soprano, Grey lacquered specially alloyed aluminum Sound Bar, Note: c4;27,50 €;17,56 €;4044661009466;829193009467;7
3.4.1.2;21000058;KS 30 L c#4;Chime Bars, Singles, Metallophone, Soprano, Grey lacquered specially alloyed aluminum Sound Bar, Note: c#4;27,50 €;17,56 €;4044661009473;829193009474;18
3.4.1.2;22000015;KS 40 L c1;Chime Bars, Singles, Metallophone, Tenor-Alto, Grey lacquered specially alloyed aluminum Sound Bar, Note: c1;42,50 €;27,14 €;4044661009978;829193009979;8
3.4.1.2;22000016;KS 40 L c#1;Chime Bars, Singles, Metallophone, Tenor-Alto, Grey lacquered specially alloyed aluminum Sound Bar, Note: c#1;42,50 €;27,14 €;4044661009985;829193009986;20
3.4.1.2;22000017;KS 40 L d1;Chime Bars, Singles, Metallophone, Tenor-Alto, Grey lacquered specially alloyed aluminum Sound Bar, Note: d1;42,50 €;27,14 €;4044661009992;829193009993;39
3.4.1.2;22000018;KS 40 L d#1;Chime Bars, Singles, Metallophone, Tenor-Alto, Grey lacquered specially alloyed aluminum Sound Bar, Note: d#1;42,50 €;27,14 €;4044661010004;829193010005;25
3.4.1.2;22000019;KS 40 L e1;Chime Bars, Singles, Metallophone, Tenor-Alto, Grey lacquered specially alloyed aluminum Sound Bar, Note: e1;42,50 €;27,14 €;4044661010011;829193010012;41
3.4.1.2;22000020;KS 40 L f1;Chime Bars, Singles, Metallophone, Tenor-Alto, Grey lacquered specially alloyed aluminum Sound Bar, Note: f1;42,50 €;27,14 €;4044661010028;829193010029;25
3.4.1.2;22000021;KS 40 L f#1;Chime Bars, Singles, Metallophone, Tenor-Alto, Grey lacquered specially alloyed aluminum Sound Bar, Note: f#1;42,50 €;27,14 €;4044661010035;829193010036;16
3.4.1.2;22000022;KS 40 L g1;Chime Bars, Singles, Metallophone, Tenor-Alto, Grey lacquered specially alloyed aluminum Sound Bar, Note: g1;42,50 €;27,14 €;4044661010042;829193010043;18
3.4.1.2;22000023;KS 40 L g#1;Chime Bars, Singles, Metallophone, Tenor-Alto, Grey lacquered specially alloyed aluminum Sound Bar, Note: g#1;42,50 €;27,14 €;4044661010059;829193010050;24
3.4.1.2;22000024;KS 40 L a1;Chime Bars, Singles, Metallophone, Tenor-Alto, Grey lacquered specially alloyed aluminum Sound Bar, Note: a1;42,50 €;27,14 €;4044661010066;829193010067;40
3.4.1.2;22000025;KS 40 L b=bb1;Chime Bars, Singles, Metallophone, Tenor-Alto, Grey lacquered specially alloyed aluminum Sound Bar, Note: b=bb1;42,50 €;27,14 €;4044661010073;829193010074;36
3.4.1.2;22000026;KS 40 L h=b1;Chime Bars, Singles, Metallophone, Tenor-Alto, Grey lacquered specially alloyed aluminum Sound Bar, Note: h=b1;42,50 €;27,14 €;4044661010080;829193010081;32
3.4.1.2;22000029;KS 40 L c2;Chime Bars, Singles, Metallophone, Tenor-Alto, Grey lacquered specially alloyed aluminum Sound Bar, Note: c2;39,50 €;25,23 €;4044661010097;829193010098;41
3.4.1.2;22000030;KS 40 L c#2;Chime Bars, Singles, Metallophone, Tenor-Alto, Grey lacquered specially alloyed aluminum Sound Bar, Note: c#2;39,50 €;25,23 €;4044661010103;829193010104;2
3.4.1.2;22000031;KS 40 L d2;Chime Bars, Singles, Metallophone, Tenor-Alto, Grey lacquered specially alloyed aluminum Sound Bar, Note: d2;40,90 €;26,12 €;4044661010110;829193010111;16
3.4.1.2;22000032;KS 40 L d#2;Chime Bars, Singles, Metallophone, Tenor-Alto, Grey lacquered specially alloyed aluminum Sound Bar, Note: d#2;40,90 €;26,12 €;4044661010127;829193010128;13
3.4.1.2;22000033;KS 40 L e2;Chime Bars, Singles, Metallophone, Tenor-Alto, Grey lacquered specially alloyed aluminum Sound Bar, Note: e2;40,90 €;26,12 €;4044661010134;829193010135;27
3.4.1.2;22000034;KS 40 L f2;Chime Bars, Singles, Metallophone, Tenor-Alto, Grey lacquered specially alloyed aluminum Sound Bar, Note: f2;40,90 €;26,12 €;4044661010141;829193010142;3
3.4.1.2;22000035;KS 40 L f#2;Chime Bars, Singles, Metallophone, Tenor-Alto, Grey lacquered specially alloyed aluminum Sound Bar, Note: f#2;40,90 €;26,12 €;4044661010158;829193010159;20
3.4.1.2;22000036;KS 40 L g2;Chime Bars, Singles, Metallophone, Tenor-Alto, Grey lacquered specially alloyed aluminum Sound Bar, Note: g2;40,90 €;26,12 €;4044661010165;829193010166;15
3.4.1.2;22000037;KS 40 L g#2;Chime Bars, Singles, Metallophone, Tenor-Alto, Grey lacquered specially alloyed aluminum Sound Bar, Note: g#2;40,90 €;26,12 €;4044661010172;829193010173;14
3.4.1.2;22000038;KS 40 L a2;Chime Bars, Singles, Metallophone, Tenor-Alto, Grey lacquered specially alloyed aluminum Sound Bar, Note: a2;40,90 €;26,12 €;4044661010189;829193010180;12
3.4.1.2;22000039;KS 40 L b=bb2;Chime Bars, Singles, Metallophone, Tenor-Alto, Grey lacquered specially alloyed aluminum Sound Bar, Note: b=bb2;40,90 €;26,12 €;4044661010196;829193010197;14
3.4.1.2;22000040;KS 40 L h=b2;Chime Bars, Singles, Metallophone, Tenor-Alto, Grey lacquered specially alloyed aluminum Sound Bar, Note: h=b2;40,90 €;26,12 €;4044661010202;829193010203;12
3.4.1.2;22000043;KS 40 L c3;Chime Bars, Singles, Metallophone, Tenor-Alto, Grey lacquered specially alloyed aluminum Sound Bar, Note: c3;38,50 €;24,59 €;4044661010219;829193010210;15
3.4.1.2;22000044;KS 40 L c#3;Chime Bars, Singles, Metallophone, Tenor-Alto, Grey lacquered specially alloyed aluminum Sound Bar, Note: c#3;38,50 €;24,59 €;4044661010226;829193010227;7
3.4.1.2;22002015;KS 400 P c1;Chime Bars, Singles, Xylophone, Tenor-Alto, Genuine Rosewood Sound Bar, Note: c1;92,90 €;59,33 €;4044661010547;829193010548;10
3.4.1.2;22002016;KS 400 P c#1;Chime Bars, Singles, Xylophone, Tenor-Alto, Genuine Rosewood Sound Bar, Note: c#1;92,90 €;59,33 €;4044661010554;829193010555;37
3.4.1.2;22002017;KS 400 P d1;Chime Bars, Singles, Xylophone, Tenor-Alto, Genuine Rosewood Sound Bar, Note: d1;92,90 €;59,33 €;4044661010561;829193010562;28
3.4.1.2;22002018;KS 400 P d#1;Chime Bars, Singles, Xylophone, Tenor-Alto, Genuine Rosewood Sound Bar, Note: d#1;92,90 €;59,33 €;4044661010578;829193010579;29
3.4.1.2;22002019;KS 400 P e1;Chime Bars, Singles, Xylophone, Tenor-Alto, Genuine Rosewood Sound Bar, Note: e1;92,90 €;59,33 €;4044661010585;829193010586;20
3.4.1.2;22002020;KS 400 P f1;Chime Bars, Singles, Xylophone, Tenor-Alto, Genuine Rosewood Sound Bar, Note: f1;92,90 €;59,33 €;4044661010592;829193010593;20
3.4.1.2;22002021;KS 400 P f#1;Chime Bars, Singles, Xylophone, Tenor-Alto, Genuine Rosewood Sound Bar, Note: f#1;92,90 €;59,33 €;4044661010608;829193010609;18
3.4.1.2;22002022;KS 400 P g1;Chime Bars, Singles, Xylophone, Tenor-Alto, Genuine Rosewood Sound Bar, Note: g1;92,90 €;59,33 €;4044661010615;829193010616;24
3.4.1.2;22002023;KS 400 P g#1;Chime Bars, Singles, Xylophone, Tenor-Alto, Genuine Rosewood Sound Bar, Note: g#1;92,90 €;59,33 €;4044661010622;829193010623;29
3.4.1.2;22002024;KS 400 P a1;Chime Bars, Singles, Xylophone, Tenor-Alto, Genuine Rosewood Sound Bar, Note: a1;92,90 €;59,33 €;4044661010639;829193010630;14
3.4.1.2;22002025;KS 400 P b=bb1;Chime Bars, Singles, Xylophone, Tenor-Alto, Genuine Rosewood Sound Bar, Note: b=bb1;92,90 €;59,33 €;4044661010646;829193010647;35
3.4.1.2;22002026;KS 400 P h=b1;Chime Bars, Singles, Xylophone, Tenor-Alto, Genuine Rosewood Sound Bar, Note: h=b1;92,90 €;59,33 €;4044661010653;829193010654;18
3.4.1.2;22002029;KS 400 P c2;Chime Bars, Singles, Xylophone, Tenor-Alto, Genuine Rosewood Sound Bar, Note: c2;92,90 €;59,33 €;4044661010660;829193010661;5
3.4.1.2;22002030;KS 400 P c#2;Chime Bars, Singles, Xylophone, Tenor-Alto, Genuine Rosewood Sound Bar, Note: c#2;92,90 €;59,33 €;4044661010677;829193010678;29
3.4.1.2;22002031;KS 400 P d2;Chime Bars, Singles, Xylophone, Tenor-Alto, Genuine Rosewood Sound Bar, Note: d2;92,90 €;59,33 €;4044661010684;829193010685;23
3.4.1.2;22002032;KS 400 P d#2;Chime Bars, Singles, Xylophone, Tenor-Alto, Genuine Rosewood Sound Bar, Note: d#2;92,90 €;59,33 €;4044661010691;829193010692;5
3.4.1.2;22002033;KS 400 P e2;Chime Bars, Singles, Xylophone, Tenor-Alto, Genuine Rosewood Sound Bar, Note: e2;92,90 €;59,33 €;4044661010707;829193010708;31
3.4.1.2;22002034;KS 400 P f2;Chime Bars, Singles, Xylophone, Tenor-Alto, Genuine Rosewood Sound Bar, Note: f2;92,90 €;59,33 €;4044661010714;829193010715;17
3.4.1.2;22002035;KS 400 P f#2;Chime Bars, Singles, Xylophone, Tenor-Alto, Genuine Rosewood Sound Bar, Note: f#2;92,90 €;59,33 €;4044661010721;829193010722;97
3.4.1.2;22002036;KS 400 P g2;Chime Bars, Singles, Xylophone, Tenor-Alto, Genuine Rosewood Sound Bar, Note: g2;92,90 €;59,33 €;4044661010738;829193010739;65
3.4.1.2;22002037;KS 400 P g#2;Chime Bars, Singles, Xylophone, Tenor-Alto, Genuine Rosewood Sound Bar, Note: g#2;92,90 €;59,33 €;4044661010745;829193010746;10
3.4.1.2;22002038;KS 400 P a2;Chime Bars, Singles, Xylophone, Tenor-Alto, Genuine Rosewood Sound Bar, Note: a2;92,90 €;59,33 €;4044661010752;829193010753;43
3.4.1.2;22002039;KS 400 P b=bb2;Chime Bars, Singles, Xylophone, Tenor-Alto, Genuine Rosewood Sound Bar, Note: b=bb2;92,90 €;59,33 €;4044661010769;829193010760;31
3.4.1.2;22002040;KS 400 P h=b2;Chime Bars, Singles, Xylophone, Tenor-Alto, Genuine Rosewood Sound Bar, Note: h=b2;92,90 €;59,33 €;4044661010776;829193010777;9
3.4.1.2;22002043;KS 400 P c3;Chime Bars, Singles, Xylophone, Tenor-Alto, Genuine Rosewood Sound Bar, Note: c3;92,90 €;59,33 €;4044661010783;829193010784;33
3.4.1.2;22002044;KS 400 P c#3;Chime Bars, Singles, Xylophone, Tenor-Alto, Genuine Rosewood Sound Bar, Note: c#3;92,90 €;59,33 €;4044661010790;829193010791;20
3.4.1.2;23000001;KS 50 L c;Chime Bars, Singles, Metallophone, Deep Bass, Grey lacquered specially alloyed aluminum Sound Bar, Note: c;179,90 €;114,89 €;4044661011049;829193011040;17
3.4.1.2;23000002;KS 50 L c#;Chime Bars, Singles, Metallophone, Deep Bass, Grey lacquered specially alloyed aluminum Sound Bar, Note: c#;179,90 €;114,89 €;4044661011056;829193011057;4
3.4.1.2;23000003;KS 50 L d;Chime Bars, Singles, Metallophone, Deep Bass, Grey lacquered specially alloyed aluminum Sound Bar, Note: d;179,90 €;114,89 €;4044661011063;829193011064;14
3.4.1.2;23000004;KS 50 L d#;Chime Bars, Singles, Metallophone, Deep Bass, Grey lacquered specially alloyed aluminum Sound Bar, Note: d#;179,90 €;114,89 €;4044661011070;829193011071;11
3.4.1.2;23000005;KS 50 L e;Chime Bars, Singles, Metallophone, Deep Bass, Grey lacquered specially alloyed aluminum Sound Bar, Note: e;179,90 €;114,89 €;4044661011087;829193011088;20
3.4.1.2;23000006;KS 50 L f;Chime Bars, Singles, Metallophone, Deep Bass, Grey lacquered specially alloyed aluminum Sound Bar, Note: f;179,90 €;114,89 €;4044661011094;829193011095;19
3.4.1.2;23000007;KS 50 L f#;Chime Bars, Singles, Metallophone, Deep Bass, Grey lacquered specially alloyed aluminum Sound Bar, Note: f#;179,90 €;114,89 €;4044661011100;829193011101;21
3.4.1.2;23000008;KS 50 L g;Chime Bars, Singles, Metallophone, Deep Bass, Grey lacquered specially alloyed aluminum Sound Bar, Note: g;179,90 €;114,89 €;4044661011117;829193011118;18
3.4.1.2;23000009;KS 50 L g#;Chime Bars, Singles, Metallophone, Deep Bass, Grey lacquered specially alloyed aluminum Sound Bar, Note: g#;179,90 €;114,89 €;4044661011124;829193011125;20
3.4.1.2;23000010;KS 50 L a;Chime Bars, Singles, Metallophone, Deep Bass, Grey lacquered specially alloyed aluminum Sound Bar, Note: a;179,90 €;114,89 €;4044661011131;829193011132;29
3.4.1.2;23000011;KS 50 L b=bb;Chime Bars, Singles, Metallophone, Deep Bass, Grey lacquered specially alloyed aluminum Sound Bar, Note: b=bb;179,90 €;114,89 €;4044661011148;829193011149;1
3.4.1.2;23000012;KS 50 L h=b;Chime Bars, Singles, Metallophone, Deep Bass, Grey lacquered specially alloyed aluminum Sound Bar, Note: h=b;179,90 €;114,89 €;4044661011155;829193011156;10
3.4.1.2;23000015;KS 50 L c1;Chime Bars, Singles, Metallophone, Deep Bass, Grey lacquered specially alloyed aluminum Sound Bar, Note: c1;179,90 €;114,89 €;4044661011162;829193011163;0
3.4.1.2;23000401;KS 50 P c;Chime Bars, Singles, Xylophone, Deep Bass, Genuine Rosewood Sound Bar, Note: c;209,90 €;134,05 €;4044661011179;829193011170;13
3.4.1.2;23000402;KS 50 P c#;Chime Bars, Singles, Xylophone, Deep Bass, Genuine Rosewood Sound Bar, Note: c#;209,90 €;134,05 €;4044661011186;829193011187;8
3.4.1.2;23000403;KS 50 P d;Chime Bars, Singles, Xylophone, Deep Bass, Genuine Rosewood Sound Bar, Note: d;209,90 €;134,05 €;4044661011193;829193011194;54
3.4.1.2;23000404;KS 50 P d#;Chime Bars, Singles, Xylophone, Deep Bass, Genuine Rosewood Sound Bar, Note: d#;209,90 €;134,05 €;4044661011209;829193011200;8
3.4.1.2;23000405;KS 50 P e;Chime Bars, Singles, Xylophone, Deep Bass, Genuine Rosewood Sound Bar, Note: e;209,90 €;134,05 €;4044661011216;829193011217;10
3.4.1.2;23000406;KS 50 P f;Chime Bars, Singles, Xylophone, Deep Bass, Genuine Rosewood Sound Bar, Note: f;209,90 €;134,05 €;4044661011223;829193011224;22
3.4.1.2;23000407;KS 50 P f#;Chime Bars, Singles, Xylophone, Deep Bass, Genuine Rosewood Sound Bar, Note: f#;209,90 €;134,05 €;4044661011230;829193011231;8
3.4.1.2;23000408;KS 50 P g;Chime Bars, Singles, Xylophone, Deep Bass, Genuine Rosewood Sound Bar, Note: g;209,90 €;134,05 €;4044661011247;829193011248;11
3.4.1.2;23000409;KS 50 P g#;Chime Bars, Singles, Xylophone, Deep Bass, Genuine Rosewood Sound Bar, Note: g#;209,90 €;134,05 €;4044661011254;829193011255;5
3.4.1.2;23000410;KS 50 P a;Chime Bars, Singles, Xylophone, Deep Bass, Genuine Rosewood Sound Bar, Note: a;209,90 €;134,05 €;4044661011261;829193011262;34
3.4.1.2;23000411;KS 50 P b=bb;Chime Bars, Singles, Xylophone, Deep Bass, Genuine Rosewood Sound Bar, Note: b=bb;209,90 €;134,05 €;4044661011278;829193011279;10
3.4.1.2;23000412;KS 50 P h=b;Chime Bars, Singles, Xylophone, Deep Bass, Genuine Rosewood Sound Bar, Note: h=b;209,90 €;134,05 €;4044661011285;829193011286;1
3.4.1.2;23000415;KS 50 P c1;Chime Bars, Singles, Xylophone, Deep Bass, Genuine Rosewood Sound Bar, Note: c1;209,90 €;134,05 €;4044661011292;829193011293;9
3.4.1.2;24010070;NKS 60 P F;Chime Bars, Singles, Xylophone, Contra Bass, Genuine Rosewood Sound Bar, Note: F;339,90 €;217,08 €;4044661011582;829193011583;48
3.4.1.2;24010071;NKS 60 P F#;Chime Bars, Singles, Xylophone, Contra Bass, Genuine Rosewood Sound Bar, Note: F#;339,90 €;217,08 €;4044661011599;829193011590;17
3.4.1.2;24010072;NKS 60 P G;Chime Bars, Singles, Xylophone, Contra Bass, Genuine Rosewood Sound Bar, Note: G;339,90 €;217,08 €;4044661011605;829193011606;58
3.4.1.2;24010073;NKS 60 P G#;Chime Bars, Singles, Xylophone, Contra Bass, Genuine Rosewood Sound Bar, Note: G#;339,90 €;217,08 €;4044661011612;829193011613;2
3.4.1.2;24010074;NKS 60 P A;Chime Bars, Singles, Xylophone, Contra Bass, Genuine Rosewood Sound Bar, Note: A;339,90 €;217,08 €;4044661011629;829193011620;41
3.4.1.2;24010075;NKS 60 P B=BB;Chime Bars, Singles, Xylophone, Contra Bass, Genuine Rosewood Sound Bar, Note: B=BB;339,90 €;217,08 €;4044661011636;829193011637;2
3.4.1.2;24010076;NKS 60 P H=B;Chime Bars, Singles, Xylophone, Contra Bass, Genuine Rosewood Sound Bar, Note: H=B;339,90 €;217,08 €;4044661011643;829193011644;17
3.4.1.2;25010065;NKS 100 P C;Chime Bars, Singles, Xylophone, Sub Contra Bass, Genuine Rosewood Sound Bar, Note: C;549,90 €;351,20 €;4044661011889;829193011880;26
3.4.1.2;25010066;NKS 100 P C#;Chime Bars, Singles, Xylophone, Sub Contra Bass, Genuine Rosewood Sound Bar, Note: C#;549,90 €;351,20 €;4044661011896;829193011897;21
3.4.1.2;25010067;NKS 100 P D;Chime Bars, Singles, Xylophone, Sub Contra Bass, Genuine Rosewood Sound Bar, Note: D;549,90 €;351,20 €;4044661011902;829193011903;44
3.4.1.2;25010068;NKS 100 P D#;Chime Bars, Singles, Xylophone, Sub Contra Bass, Genuine Rosewood Sound Bar, Note: D#;549,90 €;351,20 €;4044661011919;829193011910;2
3.4.1.2;25010069;NKS 100 P E;Chime Bars, Singles, Xylophone, Sub Contra Bass, Genuine Rosewood Sound Bar, Note: E;549,90 €;351,20 €;4044661011926;829193011927;9
;;;;;;;;
;;;;;;;;
3.4.2;Palisono;;;;;;;
3.4.2.1;Sets;;;;;;;
;Item number;Description;Specifications;incl. 19% VAT;excl. VAT;;;
;;;;;;;;
3.4.2.1;22000901;KS 40 PO 1;Chime Bars, Set, Xylophone, Tenor-Alto, C-Major scale, c1-c3, 19 Palisono Fiberglas Sound Bars, incl. SCH 11;799,00 €;510,29 €;4044661010523;829193010524;0
3.4.2.1;22001001;KS 40 PO 2;Chime Bars, Set, Xylophone, Tenor-Alto, Chromatic Extension for KS 40 PO 1, 7 Palisono Fiberglas Sound Bars;349,90 €;223,47 €;4044661010530;829193010531;15
;;;;;;;;
;;;;;;;;
3.4.2.2;Singles;;;;;;;
;Item number;Description;Specifications;incl. 19% VAT;excl. VAT;;;
;;;;;;;;
3.4.2.2;22000815;KS 40 PO c1;Chime Bars, Singles, Xylophone, Tenor-Alto, Palisono Fiberglas Sound Bar, Note: c1;49,90 €;31,87 €;4044661010264;829193010265;15
3.4.2.2;22000816;KS 40 PO c#1;Chime Bars, Singles, Xylophone, Tenor-Alto, Palisono Fiberglas Sound Bar, Note: c#1;49,90 €;31,87 €;4044661010271;829193010272;1
3.4.2.2;22000817;KS 40 PO d1;Chime Bars, Singles, Xylophone, Tenor-Alto, Palisono Fiberglas Sound Bar, Note: d1;49,90 €;31,87 €;4044661010288;829193010289;28
3.4.2.2;22000818;KS 40 PO d#1;Chime Bars, Singles, Xylophone, Tenor-Alto, Palisono Fiberglas Sound Bar, Note: d#1;49,90 €;31,87 €;4044661010295;829193010296;9
3.4.2.2;22000819;KS 40 PO e1;Chime Bars, Singles, Xylophone, Tenor-Alto, Palisono Fiberglas Sound Bar, Note: e1;49,90 €;31,87 €;4044661010301;829193010302;24
3.4.2.2;22000820;KS 40 PO f1;Chime Bars, Singles, Xylophone, Tenor-Alto, Palisono Fiberglas Sound Bar, Note: f1;49,90 €;31,87 €;4044661010318;829193010319;8
3.4.2.2;22000821;KS 40 PO f#1;Chime Bars, Singles, Xylophone, Tenor-Alto, Palisono Fiberglas Sound Bar, Note: f#1;49,90 €;31,87 €;4044661010325;829193010326;17
3.4.2.2;22000822;KS 40 PO g1;Chime Bars, Singles, Xylophone, Tenor-Alto, Palisono Fiberglas Sound Bar, Note: g1;49,90 €;31,87 €;4044661010332;829193010333;13
3.4.2.2;22000823;KS 40 PO g#1;Chime Bars, Singles, Xylophone, Tenor-Alto, Palisono Fiberglas Sound Bar, Note: g#1;49,90 €;31,87 €;4044661010349;829193010340;41
3.4.2.2;22000824;KS 40 PO a1;Chime Bars, Singles, Xylophone, Tenor-Alto, Palisono Fiberglas Sound Bar, Note: a1;49,90 €;31,87 €;4044661010356;829193010357;30
3.4.2.2;22000825;KS 40 PO b=bb1;Chime Bars, Singles, Xylophone, Tenor-Alto, Palisono Fiberglas Sound Bar, Note: b=bb1;49,90 €;31,87 €;4044661010363;829193010364;11
3.4.2.2;22000826;KS 40 PO h=b1;Chime Bars, Singles, Xylophone, Tenor-Alto, Palisono Fiberglas Sound Bar, Note: h=b1;49,90 €;31,87 €;4044661010370;829193010371;9
3.4.2.2;22000829;KS 40 PO c2;Chime Bars, Singles, Xylophone, Tenor-Alto, Palisono Fiberglas Sound Bar, Note: c2;47,90 €;30,59 €;4044661010387;829193010388;36
3.4.2.2;22000830;KS 40 PO c#2;Chime Bars, Singles, Xylophone, Tenor-Alto, Palisono Fiberglas Sound Bar, Note: c#2;47,90 €;30,59 €;4044661010394;829193010395;20
3.4.2.2;22000831;KS 40 PO d2;Chime Bars, Singles, Xylophone, Tenor-Alto, Palisono Fiberglas Sound Bar, Note: d2;47,90 €;30,59 €;4044661010400;829193010401;11
3.4.2.2;22000832;KS 40 PO d#2;Chime Bars, Singles, Xylophone, Tenor-Alto, Palisono Fiberglas Sound Bar, Note: d#2;47,90 €;30,59 €;4044661010417;829193010418;11
3.4.2.2;22000833;KS 40 PO e2;Chime Bars, Singles, Xylophone, Tenor-Alto, Palisono Fiberglas Sound Bar, Note: e2;47,90 €;30,59 €;4044661010424;829193010425;44
3.4.2.2;22000834;KS 40 PO f2;Chime Bars, Singles, Xylophone, Tenor-Alto, Palisono Fiberglas Sound Bar, Note: f2;47,90 €;30,59 €;4044661010431;829193010432;14
3.4.2.2;22000835;KS 40 PO f#2;Chime Bars, Singles, Xylophone, Tenor-Alto, Palisono Fiberglas Sound Bar, Note: f#2;47,90 €;30,59 €;4044661010448;829193010449;4
3.4.2.2;22000836;KS 40 PO g2;Chime Bars, Singles, Xylophone, Tenor-Alto, Palisono Fiberglas Sound Bar, Note: g2;47,90 €;30,59 €;4044661010455;829193010456;18
3.4.2.2;22000837;KS 40 PO g#2;Chime Bars, Singles, Xylophone, Tenor-Alto, Palisono Fiberglas Sound Bar, Note: g#2;47,90 €;30,59 €;4044661010462;829193010463;5
3.4.2.2;22000838;KS 40 PO a2;Chime Bars, Singles, Xylophone, Tenor-Alto, Palisono Fiberglas Sound Bar, Note: a2;47,90 €;30,59 €;4044661010479;829193010470;5
3.4.2.2;22000839;KS 40 PO b=bb2;Chime Bars, Singles, Xylophone, Tenor-Alto, Palisono Fiberglas Sound Bar, Note: b=bb2;47,90 €;30,59 €;4044661010486;829193010487;19
3.4.2.2;22000840;KS 40 PO h=b2;Chime Bars, Singles, Xylophone, Tenor-Alto, Palisono Fiberglas Sound Bar, Note: h=b2;47,90 €;30,59 €;4044661010493;829193010494;3
3.4.2.2;22000843;KS 40 PO c3;Chime Bars, Singles, Xylophone, Tenor-Alto, Palisono Fiberglas Sound Bar, Note: c3;47,90 €;30,59 €;4044661010509;829193010500;0
